Incident_Zip,average_time_per_month,Month
10179,0.0,4
10179,0.0,5
10179,0.3869444444444444,6
10179,0.0,7
10179,0.0,8
10179,0.0,9
10179,0.0,10
10179,0.0,11
10179,0.0,12
10271,1996.129305555556,1
10271,0.4211111111111111,2
10271,751.6545833333333,3
10271,0.0,4
10271,0.0,5
10271,4.426527777777778,6
10271,3.305555555555556,7
10271,0.0,8
10271,0.0,9
10271,0.0,10
10271,0.0,11
10271,0.0,12
10278,307.92284722222223,1
10278,4.19212962962963,2
10278,15.392777777777775,3
10278,14.615324074074076,4
10278,84.51513888888888,5
10278,52.6405,6
10278,4.764166666666666,7
10278,12.851064814814814,8
10278,5.85,9
10278,0.0,10
10278,0.0,11
10278,0.0,12
10279,23.529884259259266,1
10279,195.4775,2
10279,0.0,3
10279,0.21375,4
10279,0.32375,5
10279,0.1719444444444444,6
10279,7.58638888888889,7
10279,34.234722222222224,8
10279,205.4613888888889,9
10279,0.0,10
10279,0.0,11
10279,0.0,12
10280,177.6625664251208,1
10280,76.00866898148148,2
10280,197.94969246031744,3
10280,18.258183183183185,4
10280,2.054623015873016,5
10280,49.91980555555556,6
10280,39.8675406504065,7
10280,37.78997777777778,8
10280,17.883849206349208,9
10280,0.0,10
10280,0.0,11
10280,0.0,12
10281,328.97020833333335,1
10281,449.1543981481482,2
10281,646.3384722222222,3
10281,533.8083333333334,4
10281,20.830092592592592,5
10281,151.17916666666667,6
10281,52.13625,7
10281,43.48436507936509,8
10281,0.5485416666666667,9
10281,0.0,10
10281,0.0,11
10281,0.0,12
10282,37.062092013888886,1
10282,138.86186274509805,2
10282,84.44439814814815,3
10282,46.50503472222223,4
10282,9.087509107468124,5
10282,79.86848765432099,6
10282,56.8278425925926,7
10282,235.49814814814812,8
10282,32.14944444444444,9
10282,0.0,10
10282,0.0,11
10282,0.0,12
10301,124.53797357132972,1
10301,130.7652217553688,2
10301,175.9625807748538,3
10301,83.5362986421593,4
10301,79.85412269045811,5
10301,102.61134054217386,6
10301,124.65111473880596,7
10301,75.90838996289787,8
10301,32.40695560969008,9
10301,0.0,10
10301,0.0,11
10301,0.0,12
10302,183.11683274021357,1
10302,162.26113267770876,2
10302,356.0144276989756,3
10302,107.4400293998378,4
10302,180.2213002873563,5
10302,86.65003642987249,6
10302,147.83012359011278,7
10302,86.17733475479744,8
10302,23.25394845894846,9
10302,0.0,10
10302,0.0,11
10302,0.0,12
10303,120.12356097961867,1
10303,124.89433436761227,2
10303,172.86533242258653,3
10303,140.34518696581196,4
10303,95.241614755909,5
10303,95.60340905409782,6
10303,135.9889240659874,7
10303,62.621443236714974,8
10303,23.96710495455878,9
10303,0.0,10
10303,0.0,11
10303,0.0,12
10304,126.28501464128844,1
10304,136.8347399150743,2
10304,242.7723891581404,3
10304,205.24269893483708,4
10304,134.4059195887903,5
10304,104.39885302125876,6
10304,131.06717923558546,7
10304,103.3756736233588,8
10304,33.40622321701867,9
10304,0.0,10
10304,0.0,11
10304,0.0,12
10305,107.7617093639576,1
10305,86.37291347715147,2
10305,114.56556237599206,3
10305,122.9272592089372,4
10305,122.5368002225932,5
10305,118.35377631578947,6
10305,121.6794093634392,7
10305,106.14529812779811,8
10305,24.54534901433692,9
10305,0.0,10
10305,0.0,11
10305,0.0,12
10306,103.84597975583372,1
10306,109.8283552987294,2
10306,137.76146970380395,3
10306,74.10366656937148,4
10306,104.73465546942292,5
10306,145.4306855396066,6
10306,128.00690303657694,7
10306,114.93152133502323,8
10306,35.882375,9
10306,0.0,10
10306,0.0,11
10306,0.0,12
10307,157.92224666666667,1
10307,138.11995652173914,2
10307,127.67976273148147,3
10307,89.84339611872146,4
10307,55.55470469255663,5
10307,81.80068945442449,6
10307,78.22163407407407,7
10307,115.03682315064393,8
10307,36.72106635802469,9
10307,0.0,10
10307,0.0,11
10307,0.0,12
10308,120.51071910695742,1
10308,102.1822823509485,2
10308,145.30410263653482,3
10308,57.0227380952381,4
10308,98.59164935473716,5
10308,68.87277342995169,6
10308,132.3955995547074,7
10308,118.91042250233428,8
10308,37.94986633811231,9
10308,0.0,10
10308,0.0,11
10308,0.0,12
10309,121.88338762386677,1
10309,132.42906167506598,2
10309,170.47900745257454,3
10309,88.175987131199,4
10309,104.03192600044711,5
10309,155.68951859535886,6
10309,116.26190952151572,7
10309,126.11226996527778,8
10309,38.25772463768116,9
10309,0.0,10
10309,0.0,11
10309,0.0,12
10310,108.77370065120066,1
10310,97.58751873385012,2
10310,170.23200452360757,3
10310,187.688268018018,4
10310,61.21383524904215,5
10310,86.74064956079519,6
10310,100.17886384650949,7
10310,82.41727207977208,8
10310,31.2380056745378,9
10310,0.0,10
10310,0.0,11
10310,0.0,12
10312,108.50485553004212,1
10312,139.82380816086894,2
10312,186.80283292483665,3
10312,83.10246752738655,4
10312,102.71525925925926,5
10312,128.6899630047655,6
10312,108.87255749405234,7
10312,132.52740484700277,8
10312,43.58061075875029,9
10312,0.0,10
10312,0.0,11
10312,0.0,12
10314,100.64833309073263,1
10314,144.46148148148148,2
10314,140.37030142870933,3
10314,93.91679352068697,4
10314,107.67563022426096,5
10314,95.02486393023604,6
10314,99.09777100271002,7
10314,100.91565395592724,8
10314,29.86580717080717,9
10314,0.0,10
10314,0.0,11
10314,0.0,12
10451,158.97118848653668,1
10451,164.87328086743616,2
10451,357.3560312530809,3
10451,119.52618837380427,4
10451,76.96332018097644,5
10451,61.169425559291085,6
10451,72.83667911788869,7
10451,61.84325223361516,8
10451,21.1988834422658,9
10451,0.0,10
10451,0.0,11
10451,0.0,12
10452,186.8384341551988,1
10452,182.6137641805455,2
10452,378.4224192893989,3
10452,126.79842960388392,4
10452,82.15507635166435,5
10452,74.92361715117035,6
10452,72.67510859944983,7
10452,48.490058816089046,8
10452,23.04000101010101,9
10452,0.0,10
10452,0.0,11
10452,0.0,12
10453,211.3394004975125,1
10453,146.2804014459665,2
10453,271.3975961126416,3
10453,174.29927541131394,4
10453,95.14075335397315,5
10453,52.22282113972875,6
10453,74.105793127099,7
10453,49.44165712799168,8
10453,19.92027680311891,9
10453,0.0,10
10453,0.0,11
10453,0.0,12
10454,171.23428090766822,1
10454,139.5249095310907,2
10454,208.40561615070797,3
10454,122.63237908056304,4
10454,87.24755007153075,5
10454,75.13205938697318,6
10454,140.01392623511032,7
10454,56.08873323579615,8
10454,26.927269570707068,9
10454,0.0,10
10454,0.0,11
10454,0.0,12
10455,139.82879278728606,1
10455,148.49595481164926,2
10455,162.67310892336252,3
10455,115.318227528826,4
10455,101.55268457148118,5
10455,71.17205942908988,6
10455,95.3700716845878,7
10455,69.42243167648817,8
10455,20.82917861111111,9
10455,0.0,10
10455,0.0,11
10455,0.0,12
10456,169.98040313028764,1
10456,171.1238898044386,2
10456,237.18438056125945,3
10456,152.38903081232493,4
10456,90.66697214372223,5
10456,73.1500493753521,6
10456,98.4523964604999,7
10456,87.9030493877924,8
10456,26.190398805715503,9
10456,0.0,10
10456,0.0,11
10456,0.0,12
10457,151.5365578713755,1
10457,123.92985853193024,2
10457,229.47656018908543,3
10457,144.38428050545537,4
10457,68.41867100928422,5
10457,72.63173947245096,6
10457,83.0854075741044,7
10457,35.585283296541576,8
10457,26.091184696867256,9
10457,0.0,10
10457,0.0,11
10457,0.0,12
10458,198.2507654427233,1
10458,151.69921897659,2
10458,226.74695069718,3
10458,158.05490334265835,4
10458,122.56777891569313,5
10458,98.67001305177504,6
10458,110.16002383474576,7
10458,68.12883354132002,8
10458,26.546172569064137,9
10458,0.0,10
10458,0.0,11
10458,0.0,12
10459,201.44503980266845,1
10459,212.3561790780142,2
10459,313.1058216837528,3
10459,186.869725168756,4
10459,104.33023959060247,5
10459,128.44078713606655,6
10459,128.44682111504193,7
10459,80.4274075721629,8
10459,27.042691857849757,9
10459,0.0,10
10459,0.0,11
10459,0.0,12
10460,173.56244185597282,1
10460,153.36791575292398,2
10460,288.16215,3
10460,157.8487352092352,4
10460,104.78218761334784,5
10460,86.35028096940296,6
10460,99.29001537552948,7
10460,68.66415025037793,8
10460,22.94810821123321,9
10460,0.0,10
10460,0.0,11
10460,0.0,12
10461,148.21784691719537,1
10461,151.21824354657687,2
10461,195.281524615684,3
10461,129.8017466955803,4
10461,56.563005347799326,5
10461,141.6990089737861,6
10461,103.83650991452993,7
10461,96.13553297997645,8
10461,28.925033881897388,9
10461,0.0,10
10461,0.0,11
10461,0.0,12
10462,139.99461834094367,1
10462,128.90655225288984,2
10462,174.99409695759994,3
10462,106.3177430783841,4
10462,75.00689364096792,5
10462,73.40756413635565,6
10462,102.92006667895772,7
10462,78.14568834613976,8
10462,32.768205373058315,9
10462,0.0,10
10462,0.0,11
10462,0.0,12
10463,154.26526894669234,1
10463,112.6839217273954,2
10463,128.9897373852245,3
10463,89.71654429046114,4
10463,63.552064944834505,5
10463,75.87698997628317,6
10463,99.3114051603905,7
10463,48.81133521870287,8
10463,21.88616451589385,9
10463,0.0,10
10463,0.0,11
10463,0.0,12
10464,155.9540972222222,1
10464,185.9863975694444,2
10464,74.2953443287037,3
10464,62.978166016894086,4
10464,80.28359561752988,5
10464,139.8787780112045,6
10464,101.89975836431226,7
10464,80.75584307992203,8
10464,32.778930555555554,9
10464,0.0,10
10464,0.0,11
10464,0.0,12
10465,121.27832842931204,1
10465,124.19682151483782,2
10465,74.89128313418486,3
10465,72.17793035426732,4
10465,85.58109918931807,5
10465,117.596718061674,6
10465,80.61614497015059,7
10465,76.95566324945635,8
10465,18.22584552219656,9
10465,0.0,10
10465,0.0,11
10465,0.0,12
10466,148.35020609318997,1
10466,159.30776671183378,2
10466,243.2805161726324,3
10466,42.66786378239838,4
10466,23.47326821465951,5
10466,40.48081386538704,6
10466,31.85710013971072,7
10466,15.771075040248776,8
10466,8.784707717327025,9
10466,0.0,10
10466,0.0,11
10466,0.0,12
10467,254.35452351313967,1
10467,175.23880019251925,2
10467,294.56034461768974,3
10467,143.7948414025588,4
10467,111.64678993055556,5
10467,109.48709254652664,6
10467,130.2372360185746,7
10467,84.65332356808601,8
10467,27.73336351875809,9
10467,0.0,10
10467,0.0,11
10467,0.0,12
10468,200.1753058741745,1
10468,145.4492970795569,2
10468,212.9791682316119,3
10468,113.41396703036052,4
10468,87.29844803370787,5
10468,65.54451151192184,6
10468,89.28299631803483,7
10468,47.64444535568921,8
10468,20.66530113234253,9
10468,0.0,10
10468,0.0,11
10468,0.0,12
10469,158.99251011446617,1
10469,157.9021975119291,2
10469,160.0148120210728,3
10469,165.54138049350271,4
10469,128.57295116912798,5
10469,110.63910769432948,6
10469,109.58869800479413,7
10469,84.23683103764921,8
10469,25.097868695568952,9
10469,0.0,10
10469,0.0,11
10469,0.0,12
10470,162.1229556898288,1
10470,174.11991804467655,2
10470,277.00475783475787,3
10470,109.3914576388889,4
10470,89.9424504532996,5
10470,97.8608785113616,6
10470,114.68677431328878,7
10470,86.02248493186582,8
10470,32.56828010645376,9
10470,0.0,10
10470,0.0,11
10470,0.0,12
10471,72.61824558461882,1
10471,90.31983796296296,2
10471,114.29480242053076,3
10471,70.70840277777778,4
10471,76.66011454753722,5
10471,99.79105119825708,6
10471,108.011228453991,7
10471,73.78229280926264,8
10471,27.72601585014409,9
10471,0.0,10
10471,0.0,11
10471,0.0,12
10472,132.30296261170122,1
10472,134.07500208159868,2
10472,257.95012996031744,3
10472,174.2265187779724,4
10472,92.72031301119918,5
10472,73.92219731189938,6
10472,66.50351006124234,7
10472,50.15131688982852,8
10472,19.897964733703475,9
10472,0.0,10
10472,0.0,11
10472,0.0,12
10473,123.72492902850496,1
10473,96.38849151234568,2
10473,138.0202939205653,3
10473,74.13431331747918,4
10473,60.391338295727685,5
10473,66.05523576535671,6
10473,78.04670052027653,7
10473,49.08294520097362,8
10473,19.508612096837787,9
10473,0.0,10
10473,0.0,11
10473,0.0,12
10474,250.5403156199678,1
10474,170.32585599194363,2
10474,272.4864692982456,3
10474,149.07425392251042,4
10474,104.3434103454416,5
10474,79.59584701696771,6
10474,139.17775516795865,7
10474,72.7096972934473,8
10474,34.588266162888324,9
10474,0.0,10
10474,0.0,11
10474,0.0,12
10475,88.29427879714576,1
10475,174.88184969853577,2
10475,175.50177213868002,3
10475,112.09307692307692,4
10475,119.61497051520794,5
10475,107.07046121593292,6
10475,133.80111666666664,7
10475,71.9420793022574,8
10475,26.846668803418805,9
10475,0.0,10
10475,0.0,11
10475,0.0,12
11001,151.1163621794872,1
11001,256.542463768116,2
11001,35.89724160206719,3
11001,26.302866666666663,4
11001,81.1732264957265,5
11001,223.06744117647057,6
11001,168.74817574786326,7
11001,167.4303719806763,8
11001,40.89655982905983,9
11001,0.0,10
11001,0.0,11
11001,0.0,12
11004,378.5880906148867,1
11004,520.6879736467237,2
11004,92.68269314236112,3
11004,78.19948717948718,4
11004,171.40377688172043,5
11004,178.68615869341562,6
11004,239.3570285888078,7
11004,180.4712800519818,8
11004,37.079040849673206,9
11004,0.0,10
11004,0.0,11
11004,0.0,12
11005,25.450648148148147,1
11005,0.0,2
11005,9.550555555555556,3
11005,7.938611111111111,4
11005,0.4272777777777777,5
11005,84.31006944444445,6
11005,201.98875,7
11005,197.4975,8
11005,0.5223333333333333,9
11005,0.0,10
11005,0.0,11
11005,0.0,12
11040,345.4349154589372,1
11040,346.16330158730153,2
11040,101.16803571428572,3
11040,144.5111031746032,4
11040,173.30672413793104,5
11040,116.41372685185183,6
11040,151.5278015873016,7
11040,143.30575281803542,8
11040,26.663849206349205,9
11040,0.0,10
11040,0.0,11
11040,0.0,12
11101,130.70061774153697,1
11101,126.1292522609819,2
11101,152.4675583776007,3
11101,51.33036675347222,4
11101,61.36136312399356,5
11101,51.46845065391801,6
11101,74.25262260340217,7
11101,64.36443078890963,8
11101,21.10779219964886,9
11101,0.0,10
11101,0.0,11
11101,0.0,12
11102,136.6715639897323,1
11102,91.48591080876795,2
11102,157.08280961102392,3
11102,78.71260032178687,4
11102,71.688088678109,5
11102,83.16856103731816,6
11102,133.35923361823362,7
11102,89.63303774215098,8
11102,17.87618178382464,9
11102,0.0,10
11102,0.0,11
11102,0.0,12
11103,121.83991916354556,1
11103,91.85525777162202,2
11103,118.3066301369863,3
11103,93.94762212212213,4
11103,61.035431161712,5
11103,104.59271401819154,6
11103,123.75900884875024,7
11103,127.11233369374936,8
11103,30.67744292237443,9
11103,0.0,10
11103,0.0,11
11103,0.0,12
11104,162.00720579174367,1
11104,149.41274582889596,2
11104,124.63996134020618,3
11104,69.44877366255145,4
11104,88.81394968200523,5
11104,123.91185883997204,6
11104,109.9281001984127,7
11104,129.0207349537037,8
11104,29.092727746508235,9
11104,0.0,10
11104,0.0,11
11104,0.0,12
11105,185.8823464566929,1
11105,128.97066279289493,2
11105,162.79513828061638,3
11105,60.2678125511373,4
11105,71.07198279342012,5
11105,91.69866993713896,6
11105,121.6677531472359,7
11105,114.21288593436742,8
11105,26.72586842802278,9
11105,0.0,10
11105,0.0,11
11105,0.0,12
11106,145.16403370596203,1
11106,113.5992270738204,2
11106,169.58205140961857,3
11106,109.10502707749764,4
11106,65.64282649693541,5
11106,92.13097551703164,6
11106,101.19044587628866,7
11106,110.43470270890724,8
11106,27.74774712911235,9
11106,0.0,10
11106,0.0,11
11106,0.0,12
11109,127.56658950617285,1
11109,69.73763071895425,2
11109,254.44951388888884,3
11109,-1.712222222222222,4
11109,2.690577777777777,5
11109,8.884106861819326,6
11109,2.37617904589372,7
11109,13.716805555555554,8
11109,5.63846600331675,9
11109,0.0,10
11109,0.0,11
11109,0.0,12
11201,113.31828385228094,1
11201,166.84607290803643,2
11201,136.29091381100727,3
11201,71.41480233602876,4
11201,47.07723714581343,5
11201,92.23047671544064,6
11201,77.06053791625453,7
11201,68.10363991081383,8
11201,27.097183826317785,9
11201,0.0,10
11201,0.0,11
11201,0.0,12
11203,149.8494816272966,1
11203,176.05401036970244,2
11203,183.2843901819525,3
11203,146.26025850677237,4
11203,152.3572465851905,5
11203,89.49185734463276,6
11203,104.77534941449464,7
11203,95.71824768288648,8
11203,27.41396182685753,9
11203,0.0,10
11203,0.0,11
11203,0.0,12
11204,133.69903855162076,1
11204,162.20199906505266,2
11204,121.41017654320989,3
11204,70.55974846661948,4
11204,75.57355478454554,5
11204,118.21465809240362,6
11204,166.98767992637667,7
11204,94.1902298488665,8
11204,33.27628307921486,9
11204,0.0,10
11204,0.0,11
11204,0.0,12
11205,131.0761975308642,1
11205,116.44614589457184,2
11205,169.1770269862807,3
11205,150.06060030686612,4
11205,103.5983881931064,5
11205,104.44989901090774,6
11205,115.42454715423466,7
11205,104.0313850101444,8
11205,29.599358216971,9
11205,0.0,10
11205,0.0,11
11205,0.0,12
11206,151.2434257322176,1
11206,138.65899762503494,2
11206,191.7842991001565,3
11206,103.65558798017348,4
11206,55.81365437489892,5
11206,65.30466788888889,6
11206,95.58210333006856,7
11206,66.18761540032679,8
11206,26.752978428537,9
11206,0.0,10
11206,0.0,11
11206,0.0,12
11207,150.97827284439416,1
11207,157.70588799643016,2
11207,219.78285172186224,3
11207,144.68546243786318,4
11207,122.73658995071888,5
11207,106.03203767182576,6
11207,96.87790162832115,7
11207,76.76960828394304,8
11207,24.62583255086072,9
11207,0.0,10
11207,0.0,11
11207,0.0,12
11208,170.22730409356726,1
11208,169.7421065334998,2
11208,197.39230393241849,3
11208,176.26952905764125,4
11208,95.46143419453688,5
11208,97.17077032653955,6
11208,73.9438118403983,7
11208,69.74170097299854,8
11208,21.336912293236335,9
11208,0.0,10
11208,0.0,11
11208,0.0,12
11209,94.48385920528908,1
11209,78.79818093093093,2
11209,163.35093627219865,3
11209,54.39210928232503,4
11209,74.25821754582866,5
11209,85.96515477116556,6
11209,142.1616526974952,7
11209,119.76846560104693,8
11209,34.04728064373898,9
11209,0.0,10
11209,0.0,11
11209,0.0,12
11210,151.71619341563786,1
11210,165.36974952155805,2
11210,229.00425044533512,3
11210,122.50253794778384,4
11210,99.68198547400613,5
11210,139.6702553505062,6
11210,175.67945384560807,7
11210,131.37986720951008,8
11210,32.05582834181891,9
11210,0.0,10
11210,0.0,11
11210,0.0,12
11211,159.77609709480123,1
11211,121.79378958333336,2
11211,209.58859958151848,3
11211,84.31070959823666,4
11211,74.68766994311227,5
11211,79.18731340334236,6
11211,102.73005426356588,7
11211,70.40875675054578,8
11211,23.98544172810762,9
11211,0.0,10
11211,0.0,11
11211,0.0,12
11212,118.31199125443057,1
11212,168.9193711320575,2
11212,192.8218019726859,3
11212,176.41607990986304,4
11212,138.85901012241052,5
11212,80.63926978019215,6
11212,126.96708207010263,7
11212,91.85643736616704,8
11212,33.26871003668763,9
11212,0.0,10
11212,0.0,11
11212,0.0,12
11213,122.69826310610128,1
11213,129.5161456483126,2
11213,219.21307474020784,3
11213,143.05085642258035,4
11213,115.23616577487118,5
11213,100.06210146458244,6
11213,91.04496456386292,7
11213,82.4672030751378,8
11213,28.378880154932787,9
11213,0.0,10
11213,0.0,11
11213,0.0,12
11214,97.45126554292172,1
11214,93.86917643229168,2
11214,149.89991867124857,3
11214,92.09677360840372,4
11214,90.7464004819058,5
11214,95.897759375,6
11214,121.34724702684336,7
11214,104.96099140926032,8
11214,25.85044729344729,9
11214,0.0,10
11214,0.0,11
11214,0.0,12
11215,157.8779819488258,1
11215,165.8354625973456,2
11215,130.0245832062621,3
11215,118.02246864349011,4
11215,84.92609574675642,5
11215,109.99322870043189,6
11215,145.5452353896104,7
11215,96.30098798266351,8
11215,23.516578914612893,9
11215,0.0,10
11215,0.0,11
11215,0.0,12
11216,123.28857175171912,1
11216,114.70048345476624,2
11216,210.32739166442832,3
11216,128.79416090052146,4
11216,103.5156041088651,5
11216,102.75653910128462,6
11216,121.30658390514024,7
11216,83.03012217869801,8
11216,25.737039326560605,9
11216,0.0,10
11216,0.0,11
11216,0.0,12
11217,165.67564824350612,1
11217,184.03165140415135,2
11217,163.33910982658958,3
11217,90.36050103470232,4
11217,80.1330844190234,5
11217,93.329459679439,6
11217,120.3423772440563,7
11217,83.39996153846154,8
11217,27.33674095607235,9
11217,0.0,10
11217,0.0,11
11217,0.0,12
11218,151.11247443622753,1
11218,159.0582183908046,2
11218,153.70377927797134,3
11218,81.77741439733425,4
11218,94.706540081582,5
11218,99.4786256181998,6
11218,122.61199057852528,7
11218,105.15269953825856,8
11218,29.680454402090653,9
11218,0.0,10
11218,0.0,11
11218,0.0,12
11219,136.21438257101084,1
11219,162.19747454499174,2
11219,159.63497450203982,3
11219,93.3947445545766,4
11219,87.14983933503292,5
11219,78.61984170086089,6
11219,113.03227468388486,7
11219,106.32273083583996,8
11219,26.008925942071105,9
11219,0.0,10
11219,0.0,11
11219,0.0,12
11220,130.84142161616165,1
11220,119.61357164821648,2
11220,132.86404697900664,3
11220,93.0435189755402,4
11220,70.6682819219642,5
11220,77.73280638612034,6
11220,110.18498777078966,7
11220,76.35215748268594,8
11220,23.57492197253433,9
11220,0.0,10
11220,0.0,11
11220,0.0,12
11221,131.23327155172413,1
11221,114.6047943449648,2
11221,145.99269754584682,3
11221,132.6694511989193,4
11221,80.50369717883521,5
11221,77.84868728387812,6
11221,96.07079945799458,7
11221,68.78039359294986,8
11221,21.784887457981284,9
11221,0.0,10
11221,0.0,11
11221,0.0,12
11222,164.53821812736828,1
11222,189.65837750036505,2
11222,191.6624203574204,3
11222,86.79272647495611,4
11222,61.73557212628641,5
11222,87.5846950722867,6
11222,101.08665411286466,7
11222,62.74093123589539,8
11222,24.742778246997,9
11222,0.0,10
11222,0.0,11
11222,0.0,12
11223,162.5934818644346,1
